/* This file requires rewriting of ß to ss in prepro.csv, but no rewriting of ä, ö and ü.
/* It recognizes input with ä, ö, ü as well as with ae, oe, ue.

;;-;KB17, added Hyphen #19-sde;DEKomma;DEHyphen
;;zurückerhielt;KB11,zurückerhalten;DERel;
;;zurückerhielten;KB11,zurückerhalten;DERel;
;;zurückerlangt;KB11;DERel;
;;zurückerobere;KB11,zurückerobern;DERel;
;;zurückerobern;deel5;DEInf;
;;zurückeroberst;KB11,zurückerobern;DERel;
;;zurückerobert;deel4;DEPart;
;;zurückeroberte;KB11,zurückerobern;DERel;
;;zurückeroberten;KB11,zurückerobern;DERel;
;;zurückerstatte;KB11,zurückerstatten;DERel;
;;zurückerstatten;deel4;DEInf;
;;zurückerstattest;KB11,zurückerstatten;DERel;
;;zurückerstattet;deel4;DERel;
;;zurückerstattete;KB11,zurückerstatten;DERel;
;;zurückerstatteten;KB11,zurückerstatten;DERel;
;;zurückerwartet;KB14,zurückerwarten;DERel;
;;zurückerwerbe;KB11,zurückerwerben;DERel;
;;zurückerwerben;KB11;DEInf;
;;zurückerwerbt;KB11,zurückerwerben;DERel;
;;zurückerwirbst;KB11,zurückerwerben;DERel;
;;zurückerwirbt;KB11,zurückerwerben;DERel;
;;zurückerworben;KB11,zurückerwerben;DEPart;
;;zurückfährst;KB11,zurückfahren;DERel;
;;zurückfährt;KB11,zurückfahren;DERel;
;;zurückfällst;KB11,zurückfallen;DERel;
;;zurückfällt;KB11;DERel;
;;zurückfahre;KB11,zurückfahren;DERel;
;;zurückfahren;deel3;DEInf;
;;zurückfahrt;KB11,zurückfahren;DERel;
;;zurückfalle;KB11,zurückfallen;DERel;
;;zurückfallen;deel5;DEInf;
;;zurückfallt;KB11,zurückfallen;DERel;
;;zurückfand;KB11,zurückfinden;DERel;
;;zurückfanden;KB11,zurückfinden;DERel;
;;zurückfiel;KB11,zurückfallen;DERel;
;;zurückfielen;KB11,zurückfallen;DERel;
;;zurückfinde;KB11,zurückfinden;DERel;
;;zurückfinden;KB11,zurückfinden;DEInf;
;;zurückfindest;KB11,zurückfinden;DERel;
;;zurückfindet;KB11,zurückfinden;DERel;
;;zurückfliege;KB11,zurückfliegen;DERel;
;;zurückfliegen;deel4;DEInf;
;;zurückfliegst;KB11,zurückfliegen;DERel;
;;zurückfliegt;KB11,zurückfliegen;DERel;
;;zurückflog;KB11,zurückfliegen;DERel;
;;zurückflogen;KB11,zurückfliegen;DERel;
;;zurückfordere;KB11,zurückfordern;DERel;
;;zurückfordern;deel2;DEInf;
;;zurückforderst;KB11,zurückfordern;DERel;
;;zurückfordert;KB11,zurückfordern;DERel;
;;zurückforderte;KB11,zurückfordern;DERel;
;;zurückforderten;KB11,zurückfordern;DERel;
;;zurückführe;KB11,zurückführen;DERel;
;;zurückführen;deel4;DEInf;
;;zurückführst;KB11,zurückführen;DERel;
;;zurückführt;KB11,zurückführen;DERel;
;;zurückführte;KB11,zurückführen;DERel;
;;zurückführten;KB11,zurückführen;DERel;
;;zurückfuhr;KB11,zurückfahren;DERel;
;;zurückfuhren;KB11,zurückfahren;DERel;
;;zurückgab;KB11,zurückgeben;DERel;
;;zurückgaben;KB11,zurückgeben;DERel;
;;zurückgebaut;KB11;DEPart;
;;zurückgebe;KB11,zurückgeben;DERel;
;;zurückgeben;deel2;DEInf;
;;zurückgeblickt;KB11,zurückblicken;DEPart;
;;zurückgeblieben;deel3;DEPart;
;;zurückgebracht;deel2;DEPart;
;;zurückgebt;KB11,zurückgeben;DERel;
;;zurückgedrängt;deel3;DEPart;
;;zurückgedreht;deel5;DEPart;
;;zurückgefahren;deel2;DEPart;
;;zurückgefallen;deel3;DEPart;
;;zurückgeflogen;deel3;DEPart;
;;zurückgefordert;deel4;DEPart;
;;zurückgeführt;deel2;DEPart;
;;zurückgefunden;deel5;DEPart;
;;zurückgegangen;;DEPart;
;;zurückgegeben;;DEPart;
;;zurückgegriffen;deel3;DEPart;
;;zurückgehalten;deel2;DEPart;
;;zurückgehe;deel3;DERel;
;;zurückgehen;;DEInf;
;;zurückgehende;KB08;DEAttradj;
;;zurückgehenden;KB08;DEAttradj;
;;zurückgeholt;deel3;DEPart;
;;zurückgehst;KB11,zurückgehen;DERel;
;;zurückgeht;deel2;DERel;
;;zurückgekauft;KB11;DEPart;
;;zurückgekehrt;;DEPart;
;;zurückgekehrte;KB14;DEAttradj;
;;zurückgekommen;deel4;DEPart;
;;zurückgelange;KB11,zurückgelangen;DERel;
;;zurückgelangen;KB11;DEInf;
;;zurückgelangst;KB11,zurückgelangen;DERel;
;;zurückgelangt;KB11,zurückgelangen;DERel;
;;zurückgelangte;KB11,zurückgelangen;DERel;
;;zurückgelangten;KB11,zurückgelangen;DERel;
;;zurückgelassen;deel3;DEPart;
;;zurückgelaufen;KB11,zurücklaufen;DEPart;
;;zurückgelegt;deel3;DEPart;
;;zurückgelehnt;KB11,zurücklehnen;DEPart;
;;zurückgemeldet;deel3;DEPart;
;;zurückgenommen;;DEPart;
;;zurückgerufen;deel2;DEPart;
;;zurückgeschickt;deel2;DEPart;
;;zurückgeschossen;KB14,zurückschiessen;DEPart;
;;zurückgeschraubt;deel4;DEPart;
;;zurückgestanden;KB11,zurückstehen;DEPart;
;;zurückgesteckt;KB11;DEPart;
;;zurückgestellt;deel2;DEPart;
;;zurückgestrahlt;KB14,zurückstrahlen;DEPart;
;;zurückgetreten;;DEPart;
;;zurückgetretenen;KB08;DEAttradj;
;;zurückgewann;KB11,zurückgewinnen;DERel;
;;zurückgewannen;KB11,zurückgewinnen;DERel;
;;zurückgewiesen;;DEPart;
;;zurückgewinne;KB11,zurückgewinnen;DERel;
;;zurückgewinnen;deel3;DEInf;
;;zurückgewinnst;KB11,zurückgewinnen;DERel;
;;zurückgewinnt;KB11,zurückgewinnen;DERel;
;;zurückgewonnen;deel4;DEPart;
;;zurückgezahlt;deel2;DEPart;
;;zurückgezogen;;DEPart;
;;zurückgibst;KB11,zurückgeben;DERel;
;;zurückgibt;KB11,zurückgeben;DERel;
;;zurückging;deel4;DERel;
;;zurückgingen;deel3;DERel;
;;zurückgreife;KB11,zurückgreifen;DERel;
;;zurückgreifen;deel3;DEInf;
;;zurückgreifst;KB11,zurückgreifen;DERel;
;;zurückgreift;KB11,zurückgreifen;DERel;
;;zurückgriff;KB11;DERel;
;;zurückgriffen;KB11,zurückgreifen;DERel;
;;zurückhält;KB11,zurückhalten;DERel;
;;zurückhältst;KB11,zurückhalten;DERel;
;;zurückhalte;KB11,zurückhalten;DERel;
;;zurückhalten;deel3;DEInf;
;;zurückhaltend;KB08;DEPredadj;
;;zurückhaltende;KB08;DEAttradj;
;;zurückhaltenden;KB08;DEAttradj;
;;zurückhaltender;KB08;DEAdj;
;;zurückhaltet;KB11,zurückhalten;DERel;
;;zurückhielt;KB11,zurückhalten;DERel;
;;zurückhielten;KB11,zurückhalten;DERel;
;;zurückhole;KB11,zurückholen;DERel;
;;zurückholen;deel3;DEInf;
;;zurückholst;KB11,zurückholen;DERel;
;;zurückholt;KB11,zurückholen;DERel;
;;zurückholte;KB11,zurückholen;DERel;
;;zurückholten;KB11,zurückholen;DERel;
;;zurückkam;KB11,zurückkommen;DERel;
;;zurückkamen;KB11;DERel;
;;zurückkaufe;KB11,zurückkaufen;DERel;
;;zurückkaufen;deel4;DEInf;
;;zurückkaufst;KB11,zurückkaufen;DERel;
;;zurückkauft;KB11,zurückkaufen;DERel;
;;zurückkaufte;KB11,zurückkaufen;DERel;
;;zurückkauften;KB11,zurückkaufen;DERel;
;;zurückkehre;deel4;DERel;
;;zurückkehren;;DEInf;
;;zurückkehrst;KB11,zurückkehren;DERel;
;;zurückkehrt;deel3;DERel;
;;zurückkehrte;KB11,zurückkehren;DERel;
;;zurückkehrten;deel4;DERel;
;;zurückkomme;KB11,zurückkommen;DERel;
;;zurückkommen;deel4;DEInf;
;;zurückkommst;KB11,zurückkommen;DERel;
;;zurückkommt;KB11,zurückkommen;DERel;
;;zurücklässt;KB11,zurücklassen;DERel;
;;zurückläufst;KB11,zurücklaufen;DERel;
;;zurückläuft;KB11,zurücklaufen;DERel;
;;zurücklasse;KB11,zurücklassen;DERel;
;;zurücklassen;KB11,zurücklassen;DEInf;
;;zurücklasst;KB11,zurücklassen;DERel;
;;zurücklaufe;KB11,zurücklaufen;DERel;
;;zurücklaufen;KB11;DEInf;
;;zurücklauft;KB11,zurücklaufen;DERel;
;;zurücklege;KB11,zurücklegen;DERel;
;;zurücklegen;deel4;DEInf;
;;zurücklegst;KB11,zurücklegen;DERel;
;;zurücklegt;KB11,zurücklegen;DERel;
;;zurücklegte;KB11,zurücklegen;DERel;
;;zurücklegten;KB11,zurücklegen;DERel;
;;zurücklehne;KB11,zurücklehnen;DERel;
;;zurücklehnen;deel5;DEInf;
;;zurücklehnst;KB11,zurücklehnen;DERel;
;;zurücklehnt;KB11,zurücklehnen;DERel;
;;zurücklehnte;KB11,zurücklehnen;DERel;
;;zurücklehnten;KB11,zurücklehnen;DERel;
;;zurückleiten;KB14;DEInf;
;;zurücklief;KB11,zurücklaufen;DERel;
;;zurückliefen;KB11,zurücklaufen;DERel;
;;zurückliegende;KB08;DEAttradj;
;;zurückliegenden;KB08;DEAttradj;
;;zurückliegt;KB07;DERel;
;;zurückliess;KB11,zurücklassen;DERel;
;;zurückliessen;KB11,zurücklassen;DERel;
;;zurückmelde;KB11,zurückmelden;DERel;
;;zurückmelden;KB11,zurückmelden;DEInf;
;;zurückmeldest;KB11,zurückmelden;DERel;
;;zurückmeldet;KB11,zurückmelden;DERel;
;;zurückmeldete;KB11,zurückmelden;DERel;
;;zurückmeldeten;KB11,zurückmelden;DERel;
;;zurücknahm;KB11,zurücknehmen;DERel;
;;zurücknahmen;KB11,zurücknehmen;DERel;
;;zurücknehme;deel4;DERel;
;;zurücknehmen;;DEInf;
;;zurücknehmt;KB11,zurücknehmen;DERel;
;;zurücknimmst;KB11,zurücknehmen;DERel;
;;zurücknimmt;deel4;DERel;
;;zurückreichenden;KB14;DEAttradj;
;;zurückreicht;KB14,zurückreichen;DERel;
;;zurückrief;KB11,zurückrufen;DERel;
;;zurückriefen;KB11,zurückrufen;DERel;
;;zurückrufe;KB11,zurückrufen;DERel;
;;zurückrufen;deel4;DEInf;
;;zurückrufst;KB11,zurückrufen;DERel;
;;zurückruft;KB11,zurückrufen;DERel;
;;zurückschicke;KB11,zurückschicken;DERel;
;;zurückschicken;deel3;DEInf;
;;zurückschickst;KB11,zurückschicken;DERel;
;;zurückschickt;KB11,zurückschicken;DERel;
;;zurückschickte;KB11,zurückschicken;DERel;
;;zurückschickten;KB11,zurückschicken;DERel;
;;zurückschraube;KB11,zurückschrauben;DERel;
;;zurückschrauben;KB11,zurückschrauben;DEInf;
;;zurückschraubst;KB11,zurückschrauben;DERel;
;;zurückschraubt;KB11,zurückschrauben;DERel;
;;zurückschraubte;KB11,zurückschrauben;DERel;
;;zurückschraubten;KB11,zurückschrauben;DERel;
;;zurückschreckte;KB14,zurückschrecken;DERel;
;;zurückstand;KB11,zurückstehen;DERel;
;;zurückstanden;KB11,zurückstehen;DERel;
;;zurückstecke;KB11,zurückstecken;DERel;
;;zurückstecken;KB11,zurückstecken;DEInf;
;;zurücksteckst;KB11,zurückstecken;DERel;
;;zurücksteckt;KB11,zurückstecken;DERel;
;;zurücksteckte;KB11,zurückstecken;DERel;
;;zurücksteckten;KB11,zurückstecken;DERel;
;;zurückstehe;KB11,zurückstehen;DERel;
;;zurückstehen;deel4;DEInf;
;;zurückstehst;KB11,zurückstehen;DERel;
;;zurücksteht;KB11,zurückstehen;DERel;
;;zurückstelle;KB11,zurückstellen;DERel;
;;zurückstellen;deel3;DEInf;
;;zurückstellst;KB11,zurückstellen;DERel;
;;zurückstellt;KB11,zurückstellen;DERel;
;;zurückstellte;KB11,zurückstellen;DERel;
;;zurückstellten;KB11,zurückstellen;DERel;
;;zurücktrat;KB11,zurücktreten;DERel;
;;zurücktraten;KB11,zurücktreten;DERel;
;;zurücktrete;deel4;DERel;
;;zurücktreten;;DEInf;
;;zurücktretet;KB11,zurücktreten;DERel;
;;zurücktritt;deel3;DERelCon;
;;zurücktrittst;KB11,zurücktreten;DERel;
;;zurückverfolge;KB11,zurückverfolgen;DERel;
;;zurückverfolgen;KB11,zurückverfolgen;DEInf;
;;zurückverfolgst;KB11,zurückverfolgen;DERel;
;;zurückverfolgt;KB11,zurückverfolgen;DERel;
;;zurückverfolgte;KB11,zurückverfolgen;DERel;
;;zurückverfolgten;KB11,zurückverfolgen;DERel;
;;zurückverlange;KB11,zurückverlangen;DERel;
;;zurückverlangen;deel3;DEInf;
;;zurückverlangst;KB11,zurückverlangen;DERel;
;;zurückverlangt;KB11,zurückverlangen;DERel;
;;zurückverlangte;KB11,zurückverlangen;DEVerbAdj;
;;zurückverlangten;KB11,zurückverlangen;DEVerbAdj;
;;zurückverweise;KB11,zurückverweisen;DERel;
;;zurückverweisen;KB11,zurückverweisen;DEInf;
;;zurückverweist;KB11,zurückverweisen;DERel;
;;zurückverwies;KB11,zurückverweisen;DERel;
;;zurückverwiesen;deel3;DEPart;
;;zurückwarb;KB11,zurückerwerben;DERel;
;;zurückwarben;KB11,zurückerwerben;DERel;
;;zurückweise;KB11,zurückweisen;DERel;
;;zurückweisen;deel3;DEInf;
;;zurückweist;KB07;DERel;
;;zurückwichen;KB07;DERel;
;;zurückwies;deel5;DERel;
;;zurückwiesen;KB11,zurückweisen;DERel;
;;zurückwirft;KB14,zurückwerfen;DERel;
;;zurückzahle;KB11,zurückzahlen;DERel;
;;zurückzahlen;;DEInf;
;;zurückzahlst;KB11,zurückzahlen;DERel;
;;zurückzahlt;KB11,zurückzahlen;DERel;
;;zurückzahlte;KB11,zurückzahlen;DERel;
;;zurückzahlten;KB11,zurückzahlen;DERel;
;;zurückziehe;KB11,zurückziehen;DERel;
;;zurückziehen;;DEInf;
;;zurückziehst;KB11,zurückziehen;DERel;
;;zurückzieht;deel3;DERel;
;;zurückzog;KB11,zurückziehen;DERel;
;;zurückzogen;KB11;DERel;
;;zurückzubauen;KB11;DEZuInf;
;;zurückzubekommen;;DEZuInf;
;;zurückzubezahlen;KB11,zurückbezahlen;DEZuInf;
;;zurückzubleiben;;DEZuInf;
;;zurückzublicken;;DEZuInf;
;;zurückzubringen;;DEZuInf;
;;zurückzudrängen;;DEZuInf;
;;zurückzudrehen;;DEZuInf;
;;zurückzuerhalten;KB11,zurückerhalten;DEZuInf;
;;zurückzuerobern;KB11,zurückerobern;DEZuInf;
;;zurückzuerstatten;KB11,zurückerstatten;DEZuInf;
;;zurückzuerwerben;KB11,zurückerwerben;DEZuInf;
;;zurückzufahren;;DEZuInf;
;;zurückzufallen;;DEZuInf;
;;zurückzufinden;;DEZuInf;
;;zurückzufliegen;KB11,zurückfliegen;DEZuInf;
;;zurückzufordern;;DEZuInf;
;;zurückzuführen;;DEZuInf;
;;zurückzugeben;;DEZuInf;
;;zurückzugehen;;DEZuInf;
;;zurückzugelangen;KB11,zurückgelangen;DEZuInf;
;;zurückzugewinnen;;DEZuInf;
;;zurückzugreifen;;DEZuInf;
;;zurückzuhalten;;DEZuInf;
;;zurückzuholen;;DEZuInf;
;;zurückzukaufen;;DEZuInf;
;;zurückzukehren;;DEZuInf;
;;zurückzukommen;;DEZuInf;
;;zurückzulassen;KB11,zurücklassen;DEZuInf;
;;zurückzulaufen;KB11,zurücklaufen;DEZuInf;
;;zurückzulegen;;DEZuInf;
;;zurückzulehnen;;DEZuInf;
;;zurückzumelden;KB11,zurückmelden;DEZuInf;
;;zurückzunehmen;;DEZuInf;
;;zurückzurufen;KB11,zurückrufen;DEZuInf;
;;zurückzuschicken;;DEZuInf;
;;zurückzuschrauben;;DEZuInf;
;;zurückzustecken;KB11,zurückstecken;DEZuInf;
;;zurückzustehen;KB11,zurückstehen;DEZuInf;
;;zurückzustellen;;DEZuInf;
;;zurückzutreten;;DEZuInf;
;;zurückzuverfolgen;KB11,zurückverfolgen;DEZuInf;
;;zurückzuverlangen;KB11,zurückverlangen;DEZuInf;
;;zurückzuverweisen;KB11,zurückverweisen;DEZuInf;
;;zurückzuweisen;;DEZuInf;
;;zurückzuzahlen;;DEZuInf;
;;zurückzuziehen;;DEZuInf;
;;zurzeit;deel1, changed AdvTime into AdvTemp 10-12-2015-sde;DEAdv;DEAdvTemp;
;;zusätzlich;KB08;DEPredadj;
;;zusätzliche;KB08;DEAttradj;
;;zusätzlichen;KB08;DEAttradj;
;;zusätzlicher;KB08;DEAttradj;
;;zusätzliches;KB08;DEAttradj;
;;zusage;;DERelCon;
;;zusagen;;DERelCon;
;;zusagst;KB11,zusagen;DERel;
;;zusagt;KB11,zusagen;DERel;
;;zusagte;KB11;DERel;
;;zusagten;KB11;DERel;
;;zusah;KB11,zusehen;DERel;
;;zusahen;KB11,zusehen;DERel;
;;zusammen mit;KB08;DEPrep;
;;zusammenarbeite;KB11,zusammenarbeiten;DERel;
;;zusammenarbeiten;;DEInf;
;;zusammenarbeitest;KB11,zusammenarbeiten;DERel;
;;zusammenarbeitet;deel3;DERel;
;;zusammenarbeitete;KB11;DERel;
;;zusammenarbeiteten;KB11;DERel;
;;zusammenbekommen;DTI,zusammenbekommen;DEInf;
;;zusammenbekommt;KB11;DERel;
;;zusammenbrach;KB11,zusammenbrechen;DERel;
;;zusammenbrachen;KB11,zusammenbrechen;DERel;
;;zusammenbrachte;KB11,zusammenbringen;DERel;
;;zusammenbrachten;KB11,zusammenbringen;DERel;
;;zusammenbreche;KB11,zusammenbrechen;DERel;
;;zusammenbrechen;deel4;DEInf;
;;zusammenbrecht;KB11,zusammenbrechen;DERel;
;;zusammenbrichst;KB11,zusammenbrechen;DERel;
;;zusammenbricht;KB11,zusammenbrechen;DERel;
;;zusammenbringe;KB11,zusammenbringen;DERel;
;;zusammenbringen;KB11,zusammenbringen;DEInf;
;;zusammenbringst;KB11,zusammenbringen;DERel;
;;zusammenbringt;KB11,zusammenbringen;DERel;
;;zusammenfällst;KB11,zusammenfallen;DERel;
;;zusammenfällt;KB11,zusammenfallen;DERel;
;;zusammenfalle;KB11,zusammenfallen;DERel;
;;zusammenfallen;deel5;DEInf;
;;zusammenfallt;KB11,zusammenfallen;DERel;
;;zusammenfasse;KB11,zusammenfassen;DERel;
;;zusammenfassen;deel3;DEInf;
;;zusammenfasst;KB11;DERel;
;;zusammenfasste;KB11;DERel;
;;zusammenfassten;KB11,zusammenfassen;DERel;
;;zusammenfiel;KB11,zusammenfallen;DERel;
;;zusammenfielen;KB11,zusammenfallen;DERel;
;;zusammenfinden;KB14;DEInf;
;;zusammenfüge;KB11,zusammenfügen;DERel;
;;zusammenfügen;KB11;DEInf;
;;zusammenfügst;KB11,zusammenfügen;DERel;
;;zusammenfügt;KB11,zusammenfügen;DERel;
;;zusammenfügte;KB11;DERel;
;;zusammenfügten;KB11,zusammenfügen;DERel;
;;zusammenführe;KB11,zusammenführen;DERel;
;;zusammenführen;deel3;DEInf;
;;zusammenführst;KB11,zusammenführen;DERel;
;;zusammenführt;KB11,zusammenführen;DERel;
;;zusammenführte;KB11,zusammenführen;DERel;
;;zusammenführten;KB11,zusammenführen;DERel;
;;zusammengearbeitet;deel2;DEPart;
;;zusammengebracht;KB11;DEPart;
;;zusammengebrochen;deel2;DEPart;
;;zusammengebrochenen;KB08;DEAttradj;
;;zusammengebunden;KB14,zusammenbinden;DEPart;
;;zusammengefallen;KB11,zusammenfallen;DEPart;
;;zusammengefasst;deel2;DEPart;
;;zusammengefügt;KB11;DEPart;
;;zusammengeführt;deel3;DEPart;
;;zusammengegangen;KB11,zusammengehen;DEPart;
;;zusammengehalten;17-08-2015-sde;DEPart;
;;zusammengehängt;KB11,zusammenhängen;DEPart;
;;zusammengehe;KB11,zusammengehen;DERel;
;;zusammengehen;deel2;DEInf;
;;zusammengehöre;KB11,zusammengehören;DERel;
;;zusammengehören;KB11;DEInf;
;;zusammengehörst;KB11,zusammengehören;DERel;
;;zusammengehört;KB11,zusammengehören;DERel;
;;zusammengehörte;KB11,zusammengehören;DERel;
;;zusammengehörten;KB11,zusammengehören;DERel;
;;zusammengehst;KB11,zusammengehen;DERel;
;;zusammengeht;KB11,zusammengehen;DERel;
;;zusammengekommen;;DEPart;
;;zusammengekoppelt;deel3;DEPart;
;;zusammengelebt;deel4;DEPart;
;;zusammengelegt;deel2;DEPart;
;;zusammengelegten;DTI,zusammengelegt;DEAttradj;
;;zusammengenommen;deel4;DEPart;
;;zusammengepasst;KB11,zusammenpassen;DEPart;
;;zusammengeprallt;deel3;DEPart;
;;zusammengerückt;KB11,zusammenrücken;DEPart;
;;zusammengerufen;deel5;DEPart;
;;zusammengeschlagen;;DEPart;
;;zusammengeschlossen;deel2;DEPart;
;;zusammengeschlossenen;KB08;DEAttradj;
;;zusammengesessen;KB11,zusammensitzen;DEPart;
;;zusammengesetzt;deel3;DEPart;
;;zusammengesetzten;KB08;DEAttradj;
;;zusammengestanden;KB11,zusammenstehen;DEPart;
;;zusammengesteckt;DTI,zusammenstecken;DEPart;
;;zusammengestellt;deel3;DEPart;
;;zusammengestossen;;DEPart;
;;zusammengestrichen;deel4;DEPart;
;;zusammengetan;deel5;DEPart;
;;zusammengetragen;deel3;DEPart;
;;zusammengetreten;;DEPart;
;;zusammengetretene;KB14;DEAttradj;
;;zusammengetroffen;;DEPart;
;;zusammengewachsen;KB11;DEPart;
;;zusammengewirkt;KB11,zusammenwirken;DEPart;
;;zusammengewürfelt;KB14,zusammenwürfeln;DEPart;
;;zusammengezogen;deel3;DEPart;
;;zusammenging;KB11,zusammengehen;DERel;
;;zusammengingen;KB11,zusammengehen;DERel;
;;zusammenhalten;17-08-2015-sde;DEInf;
;;zusammenhält;17-08-2015-sde;DERel;
;;zusammenhänge;deel3;DERelCon;
;;zusammenhängen;deel4;DEInf;
;;zusammenhängst;KB11,zusammenhängen;DERel;
;;zusammenhängt;deel4;DERel;
;;zusammenhielt;17-08-2015-sde;DERel;
;;zusammenhing;KB11,zusammenhängen;DERel;
;;zusammenhingen;KB11,zusammenhängen;DERel;
;;zusammenkäme;KB12,zusammenkommen;DERel;
;;zusammenkämen;KB12,zusammenkommen;DERel;
;;zusammenkam;deel5;DERel;
;;zusammenkamen;KB11,zusammenkommen;DERel;
;;zusammenkomme;KB11,zusammenkommen;DERel;
;;zusammenkommen;;DEInf;
;;zusammenkommst;KB11,zusammenkommen;DERel;
;;zusammenkommt;KB11,zusammenkommen;DERel;
;;zusammenkoppele;KB11,zusammenkoppeln;DERel;
;;zusammenkoppeln;KB11,zusammenkoppeln;DEInf;
;;zusammenkoppelst;KB11,zusammenkoppeln;DERel;
;;zusammenkoppelt;KB11,zusammenkoppeln;DERel;
;;zusammenkoppelte;KB11,zusammenkoppeln;DERel;
;;zusammenkoppelten;KB11,zusammenkoppeln;DERel;
;;zusammenlebe;KB11,zusammenleben;DERel;
;;zusammenleben;;DEInf;
;;zusammenlebst;KB11,zusammenleben;DERel;
;;zusammenlebt;KB11,zusammenleben;DERel;
;;zusammenlebte;KB11,zusammenleben;DERel;
;;zusammenlebten;KB11,zusammenleben;DERel;
;;zusammenlege;KB11,zusammenlegen;DERel;
;;zusammenlegen;deel3;DEInf;
;;zusammenlegst;KB11,zusammenlegen;DERel;
;;zusammenlegt;KB11;DERel;
;;zusammenlegte;KB11,zusammenlegen;DERel;
;;zusammenlegten;KB11,zusammenlegen;DERel;
;;zusammennahm;KB11,zusammennehmen;DERel;
;;zusammennahmen;KB11,zusammennehmen;DERel;
;;zusammennehme;KB11,zusammennehmen;DERel;
;;zusammennehmen;KB11,zusammennehmen;DEInf;
;;zusammennehmt;KB11,zusammennehmen;DERel;
;;zusammennimmst;KB11,zusammennehmen;DERel;
;;zusammennimmt;KB11,zusammennehmen;DERel;
;;zusammenpasse;KB11,zusammenpassen;DERel;
;;zusammenpassen;KB11;DEInf;
;;zusammenpasst;KB11,zusammenpassen;DERel;
;;zusammenpasste;KB11,zusammenpassen;DERel;
;;zusammenpassten;KB11,zusammenpassen;DERel;
;;zusammenpralle;KB11,zusammenprallen;DERel;
;;zusammenprallen;KB11,zusammenprallen;DEInf;
;;zusammenprallst;KB11,zusammenprallen;DERel;
;;zusammenprallt;KB11,zusammenprallen;DERel;
;;zusammenprallte;KB11,zusammenprallen;DERel;
;;zusammenprallten;KB11,zusammenprallen;DERel;
;;zusammenregiere;KB11,zusammenregieren;DERel;
;;zusammenregieren;;DEInf;
;;zusammenregierst;KB11,zusammenregieren;DERel;
;;zusammenregiert;KB11,zusammenregieren;DERel;
;;zusammenregierte;KB11,zusammenregieren;DERel;
;;zusammenregierten;KB11,zusammenregieren;DERel;
;;zusammenrief;KB11,zusammenrufen;DERel;
;;zusammenriefen;KB11,zusammenrufen;DERel;
;;zusammenrücke;KB11,zusammenrücken;DERel;
;;zusammenrücken;deel4;DEInf;
;;zusammenrückst;KB11,zusammenrücken;DERel;
;;zusammenrückt;KB11,zusammenrücken;DERel;
;;zusammenrückte;KB11,zusammenrücken;DERel;
;;zusammenrückten;KB11,zusammenrücken;DERel;
;;zusammenrufe;KB11,zusammenrufen;DERel;
;;zusammenrufen;KB11,zusammenrufen;DEInf;
;;zusammenrufst;KB11,zusammenrufen;DERel;
;;zusammenruft;KB11,zusammenrufen;DERel;
;;zusammensass;KB11,zusammensitzen;DERel;
;;zusammensassen;KB11,zusammensitzen;DERel;
;;zusammenschlägst;KB11,zusammenschlagen;DERel;
;;zusammenschlägt;KB11,zusammenschlagen;DERel;
;;zusammenschlage;KB11,zusammenschlagen;DERel;
;;zusammenschlagen;KB11,zusammenschlagen;DEInf;
;;zusammenschlagt;KB11,zusammenschlagen;DERel;
;;zusammenschliesse;KB11,zusammenschliessen;DERel;
;;zusammenschliessen;KB11,zusammenschliessen;DEInf;
;;zusammenschliesst;KB11,zusammenschliessen;DERel;
;;zusammenschloss;KB11,zusammenschliessen;DERel;
;;zusammenschlossen;KB11,zusammenschliessen;DERel;
;;zusammenschlug;KB11,zusammenschlagen;DERel;
;;zusammenschlugen;KB11,zusammenschlagen;DERel;
;;zusammensetze;KB11,zusammensetzen;DERel;
;;zusammensetzen;deel3;DEInf;
;;zusammensetzt;KB11,zusammensetzen;DERel;
;;zusammensetzte;KB11,zusammensetzen;DERel;
;;zusammensetzten;KB11,zusammensetzen;DERel;
;;zusammensitze;KB11,zusammensitzen;DERel;
;;zusammensitzen;KB11;DEInf;
;;zusammensitzt;KB11,zusammensitzen;DERel;
;;zusammenstand;KB11,zusammenstehen;DERel;
;;zusammenstanden;KB11,zusammenstehen;DERel;
;;zusammenstehe;KB11,zusammenstehen;DERel;
;;zusammenstehen;deel5;DEInf;
;;zusammenstehst;KB11,zusammenstehen;DERel;
;;zusammensteht;KB11,zusammenstehen;DERel;
;;zusammenstelle;KB11,zusammenstellen;DERel;
;;zusammenstellen;KB07;DEInf;
;;zusammenstellst;KB11,zusammenstellen;DERel;
;;zusammenstellt;KB11,zusammenstellen;DERel;
;;zusammenstellte;KB11,zusammenstellen;DERel;
;;zusammenstellten;KB11,zusammenstellen;DERel;
;;zusammenstiess;deel4;DERel;
;;zusammenstiessen;deel5;DERel;
;;zusammenstösst;KB11,zusammenstossen;DERel;
;;zusammenstosse;KB11,zusammenstossen;DERel;
;;zusammenstossen;KB11,zusammenstossen;DEInf;
;;zusammenstosst;KB11,zusammenstossen;DERel;
;;zusammenstreiche;KB11,zusammenstreichen;DERel;
;;zusammenstreichen;KB11,zusammenstreichen;DEInf;
;;zusammenstreichst;KB11,zusammenstreichen;DERel;
;;zusammenstreicht;KB11,zusammenstreichen;DERel;
;;zusammenstrich;KB11,zusammenstreichen;DERel;
